Id,Label,timeset,pageranks,modularity_class,componentnumber,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Degree
n345,jasa,,0.002085,7,0,0.066667,1,8,0.277375,0.309943,4128.170509,6
n346,kacang,,0.000802,12,17,0,0,2,0.666667,0.75,0,1
n347,kaga,,0.000386,3,0,0,0,9,0.218682,0.234987,0,1
n348,kaji,,0.000772,7,0,0,0,10,0.199702,0.212483,13.275083,2
n349,kalah,,0.000384,3,0,0,0,10,0.205897,0.220042,0,1
n350,keadilan,,0.000707,19,0,0,0,9,0.229691,0.248841,112.711905,2
n351,kecewa,,0.000908,3,0,0.333333,1,10,0.21032,0.225347,15.333333,3
n352,kegiatan,,0.000916,7,0,0,0,10,0.204742,0.217338,3196,2
n353,kehabisan,,0.000802,55,18,0,0,2,0.666667,0.75,0,1
n354,kekurangan,,0.000802,55,18,0,0,2,0.666667,0.75,0,1
n355,kelakuan,,0.001576,5,0,0,0,10,0.207065,0.226091,1698.760534,4
n356,keluh,,0.000825,3,0,0,0,9,0.213564,0.229319,248.693668,2
n357,kemenhub,,0.001738,7,0,0,0,9,0.258366,0.284401,4129.785001,5
n358,kenal,,0.001011,4,0,0,0,12,0.162419,0.171633,2400,2
n359,kencing,,0.000396,3,0,0,0,9,0.219759,0.236982,0,1
n360,kesah,,0.000743,3,0,0,0,8,0.271101,0.302489,1041.527001,2
n361,kesetaraan,,0.000784,7,0,0,0,10,0.190014,0.201744,14.519986,2
n362,ketegasan,,0.000452,7,0,0,0,10,0.205371,0.21796,0,1
n363,kilo,,0.001464,0,0,0.2,2,8,0.285867,0.321586,5530.694023,5
n364,kite,,0.001041,56,19,0,0,1,1,1,0,1
n365,kominfo,,0.000798,7,0,0,0,10,0.205581,0.219102,121.598427,2
n366,konsumen,,0.000516,3,0,0,0,10,0.183208,0.192456,0,1
n367,konvensional,,0.001185,4,0,0.5,3,9,0.257951,0.2835,145.764255,4
n368,kooperatif,,0.000768,18,0,0,0,11,0.181469,0.192567,92.446305,2
n369,kualitas,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n370,kuota,,0.000834,7,0,0,0,11,0.174679,0.183933,11.066667,2
n371,kurir,,0.000897,7,0,0,0,9,0.217438,0.233246,1602,2
n372,lacak,,0.000829,7,0,0,0,9,0.224364,0.241173,3196,2
n373,laksanakan,,0.000928,18,0,0,0,11,0.178365,0.189067,802,2
n374,lakukan,,0.000784,7,0,0,0,9,0.256714,0.279877,3990,2
n375,lawan,,0.001041,57,20,0,0,1,1,1,0,1
n376,lihat,,0.000912,3,0,0,0,9,0.238704,0.258188,270.54689,3
n377,lovers,,0.000665,5,0,0,0,9,0.237715,0.258656,189.868565,2
n378,lupa,,0.001518,12,17,0,0,1,1,1,1,2
n379,mahal,,0.000834,3,0,0.333333,1,9,0.240707,0.262632,21.522958,3
n380,makan,,0.000832,3,0,0,0,9,0.229823,0.248177,802,2
n381,makassar,,0.000825,7,0,0,0,9,0.256059,0.279224,802,2
n382,manado,,0.000713,0,0,0,0,9,0.237083,0.258232,563.25086,2
n383,melayani,,0.000695,3,0,0,0,8,0.271192,0.302697,868.320414,2
n384,mencari,,0.000985,3,0,0,0,9,0.22287,0.239582,697.817548,3
n385,mendengar,,0.00083,3,0,0,0,10,0.183459,0.193763,7.166667,2
n386,mendolimi,,0.000699,4,0,1,1,9,0.23188,0.252151,0,2
n387,menikmati,,0.000521,5,0,0,0,10,0.189387,0.198788,0,1
n388,mensejahterakan,,0.000677,4,0,0,0,8,0.272851,0.305353,333.705578,2
n389,menyengsarakan,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n390,milik,,0.001041,58,21,0,0,1,1,1,0,1
n391,minggu,,0.001041,59,22,0,0,1,1,1,0,1
n392,mobil,,0.001828,7,0,0,0,10,0.207547,0.225406,2976.039942,5
n393,naek,,0.000845,3,0,0.333333,1,8,0.275566,0.305302,488.112722,3
n394,ngambek,,0.000618,3,0,1,1,8,0.278143,0.311499,0,2
n395,ngambil,,0.00044,19,0,0,0,10,0.191555,0.204107,0,1
n396,nganggur,,0.000788,7,0,0,0,11,0.174451,0.185487,25.350031,2
n397,nombok,,0.000799,3,0,0,0,9,0.234521,0.255731,1602,2
n398,notif,,0.00044,19,0,0,0,10,0.191555,0.204107,0,1
n399,onehundredandeight,,0.001031,1,0,0,0,11,0.167466,0.176282,802,2
n400,ongkos,,0.000615,3,0,1,1,8,0.271192,0.302697,0,2
n401,pantau,,0.000806,7,0,0,0,10,0.205581,0.219102,320.478301,2
n402,pantes,,0.000427,3,0,0,0,9,0.228125,0.244637,0,1
n403,parah,,0.000722,5,0,0,0,10,0.234453,0.252974,801.842501,2
n404,patuhi,,0.000705,18,0,0,0,10,0.235001,0.254273,1163.809826,2
n405,payah,,0.000839,3,0,0,0,9,0.214362,0.230117,380.019841,2
n406,pda,,0.000614,3,0,1,1,8,0.27824,0.309485,0,2
n407,pemerintah,,0.003021,3,0,0,0,9,0.250156,0.278671,5869.073356,10
n408,pemkot,,0.000545,3,0,0,0,11,0.176561,0.185446,0,1
n409,pengemudi,,0.000917,0,0,0.333333,1,9,0.274436,0.305256,235.820711,3
n410,penjajah,,0.000665,4,0,0,0,9,0.256304,0.282007,150.244054,2
n411,peran,,0.000413,3,0,0,0,10,0.20015,0.213697,0,1
n412,peraturan,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n413,perawatan,,0.000429,3,0,0,0,9,0.218563,0.235801,0,1
n414,perhatikan,,0.000657,3,0,0,0,9,0.255245,0.279629,80.339774,2
n415,perihal,,0.000437,0,0,0,0,10,0.199009,0.210559,0,1
n416,perlakukan,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n417,permenhub,,0.000594,1,0,0,0,12,0.14347,0.149054,0,1
n418,peruaahan,,0.000786,18,0,0,0,11,0.179361,0.190788,94.355556,2
n419,pesan,,0.001262,3,0,0,0,9,0.201102,0.215703,3200,3
n420,pindah,,0.001589,3,0,0.466667,7,8,0.294139,0.333195,1057.493461,6
n421,pm,,0.00045,0,0,0,0,10,0.204014,0.215845,0,1
n422,pro,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n423,promo,,0.001023,3,0,0,0,8,0.275566,0.30884,994.912092,3
n424,promosi,,0.000724,5,0,0,0,9,0.23459,0.252423,489.167063,2
n425,raja,,0.000691,3,0,0,0,8,0.270918,0.302178,247.693668,2
n426,rakyat,,0.002263,4,0,0,0,10,0.23913,0.262326,8016.126984,6
n427,regulasi,,0.000733,7,0,0,0,9,0.231079,0.25098,333.658067,2
n428,reklame,,0.000719,6,0,0,0,9,0.244296,0.265325,832.918449,2
n429,rencana,,0.000752,4,0,0,0,10,0.216325,0.231833,7.833333,2
n430,resiko,,0.001191,31,0,0,0,9,0.230416,0.251391,1706.016667,3
n431,revolusi,,0.001041,60,23,0,0,1,1,1,0,1
n432,ribu,,0.000823,3,0,0,0,8,0.270918,0.302178,802,2
n433,rip,,0.000431,3,0,0,0,9,0.219519,0.236178,0,1
n434,rugi,,0.000652,3,0,0,0,8,0.271559,0.303008,116.210098,2
n435,rusak,,0.000717,3,0,1,1,9,0.22006,0.23911,0,2
n436,sambut,,0.001027,4,0,0,0,11,0.188986,0.199812,802,2
n437,sandi,,0.000723,7,0,0,0,9,0.256878,0.280137,929.268764,2
n438,sandiaga,,0.000555,7,0,0,0,12,0.146774,0.153113,0,1
n439,sanksi,,0.000751,7,0,0,0,9,0.231079,0.25098,696.630145,2
n440,sbgai,,0.000408,3,0,0,0,9,0.218682,0.234696,0,1
n441,sebrang,,0.001039,7,0,0,0,11,0.169983,0.178335,1602,2
n442,sehat,,0.001261,5,0,0.166667,1,9,0.261478,0.287697,1420.902133,4
n443,selamat,,0.001099,4,0,0,0,10,0.233566,0.252695,923.599485,3
n444,sepadan,,0.000573,31,0,0,0,11,0.157853,0.164981,0,1
n445,setega,,0.000405,3,0,0,0,9,0.229298,0.247388,0,1
n446,seventyone,,0.000965,13,0,0,0,12,0.156714,0.164647,1602,2
n447,siapkan,,0.001362,3,0,0,0,9,0.272388,0.303627,3406.4293,4
n448,sim,,0.000747,6,0,0,0,8,0.234384,0.252986,411.748058,2
n449,sixhundred,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n450,solusi,,0.001506,0,0,0.1,1,9,0.281261,0.313162,1358.691858,5
n451,sponsor,,0.001041,61,24,0,0,1,1,1,0,1
n452,sulap,,0.000939,7,0,0,0,11,0.171985,0.182286,802,2
n453,sulit,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n454,surat,,0.001041,62,25,0,0,1,1,1,0,1
n455,tega,,0.000761,3,0,0,0,9,0.224364,0.241452,558.472999,2
n456,tekankan,,0.000739,7,0,0,0,10,0.208843,0.222958,158.417879,2
n457,telpon,,0.000754,19,0,0,0,10,0.18979,0.201616,40.151465,2
n458,tenaga,,0.001141,3,0,0,0,10,0.219459,0.238922,1027.531152,3
n459,terapkan,,0.000721,4,0,0,0,10,0.232889,0.250848,122.73973,2
n460,terkesima,,0.000749,6,0,0,0,11,0.188188,0.200103,33.09614,2
n461,tingkat,,0.000981,31,0,0,0,10,0.187398,0.19921,802,2
n462,tipu,,0.000663,3,0,0,0,9,0.271101,0.300306,123.507282,2
n463,titik,,0.001189,5,0,0,0,9,0.203394,0.217393,886.240476,3
n464,tolak,,0.000703,7,0,0,0,9,0.231412,0.25181,54.171429,2
n465,triwisaksana,,0.000593,4,0,0,0,12,0.158978,0.165495,0,1
n466,trus,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n467,tuch,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n468,tunggu,,0.000979,0,0,0,0,9,0.245867,0.268584,1302.909481,3
n469,tuntutan,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n470,turunin,,0.001181,3,0,0.5,3,8,0.273688,0.307251,802,4
n471,twenty,,0.002154,3,0,0,0,9,0.23583,0.259732,1666.795953,7
n472,ujung,,0.001041,63,26,0,0,1,1,1,0,1
n473,ump,,0.001094,13,0,0,0,13,0.13555,0.141417,802,2
n474,unjuk,,0.000405,7,0,0,0,9,0.230813,0.249838,0,1
n475,wacanakan,,0.000774,7,0,0,0,10,0.207012,0.220574,212.496109,2
n476,wajar,,0.000696,3,0,0,0,9,0.256059,0.28018,267.33531,2
n477,akalnya,,0.001209,77,27,0,0,4,0.461538,0.597222,5,2
n478,ale,,0.000156,14,28,0,0,0,0,0,0,0
n479,angka,,0.00046,7,0,0,0,10,0.215976,0.23035,0,1
n480,apt,,0.001057,3,0,0,0,11,0.154245,0.161989,802,2
n481,asia,,0.000748,0,0,0,0,10,0.196525,0.210897,242.322313,2
n482,aspirasi,,0.000477,4,0,0,0,11,0.193029,0.204639,0,1
n483,babang,,0.000388,0,0,0,0,9,0.236385,0.256447,0,1
n484,bahagia,,0.001021,40,0,0,0,12,0.134214,0.141181,802,2
n485,batu,,0.001706,68,8,0,0,3,0.6,0.722222,11,3
n486,bebas,,0.000976,3,0,0,0,11,0.167152,0.176499,1602,2
n487,beda,,0.001262,4,0,0.166667,1,10,0.236873,0.257416,1623.4,4
n488,belayar,,0.001279,75,29,0,0,3,0.571429,0.708333,3,2
n489,berbaju,,0.000884,1,0,0,0,10,0.200901,0.214732,802,2
n490,berhentikan,,0.000413,3,0,0,0,10,0.20015,0.213697,0,1
n491,berita,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n492,bermimpilah,,0.000802,15,30,0,0,2,0.666667,0.75,0,1
n493,beroperasi,,0.001867,3,0,0.380952,8,9,0.291576,0.326802,2736.08579,7
n494,berorientasi,,0.001033,5,0,0,0,11,0.167431,0.177745,802,2
n495,bersainglah,,0.000424,5,0,0,0,10,0.207333,0.219977,0,1
n496,bersyukur,,0.001152,17,31,0,0,3,0.5,0.633333,4,2
n497,bertengkar,,0.001091,3,0,0,0,11,0.176096,0.18526,802,2
n498,biadab,,0.000432,1,0,0,0,10,0.2008,0.213902,0,1
n499,blokir,,0.000468,7,0,0,0,10,0.190736,0.20179,0,1
n500,cadangan,,0.000959,3,0,0,0,10,0.213564,0.22842,1602,2
n501,cantik,,0.00116,77,27,0,0,3,0.545455,0.638889,8,2
n502,cerah,,0.001268,3,0,0,0,9,0.270918,0.300659,1603,3
n503,create,,0.000802,22,32,0,0,2,0.666667,0.75,0,1
n504,daerah,,0.00079,7,0,0,0,10,0.210375,0.224171,490.588366,2
n505,desain,,0.000924,1,0,0,0,10,0.20015,0.212474,802,2
n506,diam,,0.000654,3,0,0,0,9,0.272851,0.302048,690.844854,2
n507,diatas,,0.000839,5,0,0,0,11,0.167431,0.17789,1,2
n508,dibela,,0.000802,16,33,0,0,2,0.666667,0.75,0,1
n509,dicabut,,0.000821,3,0,0,0,9,0.270735,0.299829,802,2
n510,dijogja,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n511,dipake,,0.001041,64,34,0,0,1,1,1,0,1
n512,dishub,,0.000454,7,0,0,0,10,0.204378,0.216841,0,1
n513,esok,,0.000835,0,0,0,0,11,0.170091,0.181256,99.114683,2
n514,funk,,0.000994,3,0,0,0,10,0.213337,0.228005,802,2
n515,guus,,0.001041,65,35,0,0,1,1,1,0,1
n516,hadapi,,0.001102,3,0,0,0,12,0.143291,0.149951,802,2
n517,halal,,0.000858,3,0,0,0,10,0.194149,0.207487,1602,2
n518,hukum,,0.000814,3,0,0,0,9,0.2269,0.243963,2400,2
n519,idr,,0.001041,66,36,0,0,1,1,1,0,1
n520,ikhlas,,0.001053,17,31,0,0,2,0.625,0.7,6,2
n521,impikan,,0.001518,15,30,0,0,1,1,1,1,2
n522,ipul,,0.000778,0,0,0,0,10,0.214362,0.229422,566.761021,2
n523,jaman,,0.00064,68,8,0,0,4,0.4,0.486111,0,1
n524,jemputan,,0.0008,3,0,0,0,9,0.271101,0.300306,2400,2
n525,jm,,0.000406,0,0,0,0,10,0.196333,0.209755,0,1
n526,keberadaan,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n527,keberhasilan,,0.000763,18,0,0,0,11,0.179843,0.189904,68.906777,2
n528,kerjanya,,0.001356,5,0,0,0,11,0.178326,0.188869,996.192493,3
n529,keroyok,,0.000591,3,0,0,0,12,0.139944,0.145386,0,1
n530,keseimbangan,,0.000703,18,0,0,0,10,0.197346,0.212815,361.686994,2
n531,ketabahan,,0.001164,19,0,0,0,13,0.130867,0.136288,802,2
n532,ketahui,,0.001041,67,37,0,0,1,1,1,0,1
n533,korupsi,,0.001023,3,0,0,0,11,0.162682,0.171202,802,2
n534,krna,,0.000411,1,0,0,0,10,0.202013,0.215338,0,1
n535,lahir,,0.000533,5,0,0,0,11,0.167292,0.176748,0,1
n536,langkah,,0.001209,68,8,0,0,4,0.461538,0.597222,5,2
n537,lapangan,,0.001365,3,0,0,0,10,0.227801,0.247058,1250.386149,4
n538,larang,,0.001462,3,0,0.3,3,9,0.287917,0.321812,2086.059538,5
n539,layanan,,0.000643,3,0,1,1,8,0.27623,0.306145,0,2
n540,letak,,0.000738,4,0,1,1,11,0.191601,0.202784,0,2
n541,life,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n542,lino,,0.001518,69,38,0,0,1,1,1,1,2
n543,main,,0.000405,3,0,0,0,10,0.223615,0.238922,0,1
n544,malu,,0.000412,7,0,0,0,10,0.221884,0.238489,0,1
n545,masarakat,,0.001041,70,39,0,0,1,1,1,0,1
n546,mati,,0.001518,16,33,0,0,1,1,1,1,2
n547,melarang,,0.000898,3,0,0,0,9,0.278143,0.309622,1051.524429,3
n548,melibatkan,,0.001041,71,40,0,0,1,1,1,0,1
n549,membuka,,0.000446,3,0,0,0,11,0.185579,0.195642,0,1
n550,memimpin,,0.00064,77,27,0,0,4,0.4,0.486111,0,1
n551,menangis,,0.000887,5,0,0,0,10,0.20085,0.21785,802,2
n552,menciptakan,,0.000816,5,0,0,0,11,0.167466,0.178098,1.5,2
n553,mendingan,,0.000719,5,0,0,0,10,0.217792,0.233967,65.295238,2
n554,menemkan,,0.000437,5,0,0,0,10,0.188498,0.200855,0,1
n555,menerima,,0.001435,17,31,0.333333,1,3,0.625,0.766667,6,3
n556,mengatasi,,0.001041,72,41,0,0,1,1,1,0,1
n557,mengeluh,,0.000979,17,31,1,1,4,0.454545,0.616667,0,2
n558,menghasilkan,,0.000894,5,0,0,0,11,0.171398,0.182682,222.816667,2
n559,menteri,,0.001038,0,0,0,0,10,0.228645,0.247957,963.998784,3
n560,menunggu,,0.001018,5,0,0.666667,2,10,0.203188,0.222072,29.227778,3
n561,menyerap,,0.000479,3,0,0,0,11,0.180004,0.190434,0,1
n562,miskin,,0.000763,5,0,0,0,10,0.200951,0.218162,161.837543,2
n563,mm,,0.001518,20,42,0,0,1,1,1,1,2
n564,mourinho,,0.000939,0,0,0.333333,1,10,0.21898,0.236953,25.916667,3
n565,mudah,,0.00086,3,0,0,0,10,0.216968,0.233325,802,2
n566,negara,,0.000477,4,0,0,0,11,0.193029,0.204639,0,1
n567,network,,0.001041,73,43,0,0,1,1,1,0,1
n568,ngelarang,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n569,operasi,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n570,opik,,0.000896,19,0,0,0,10,0.191647,0.204937,802,2
n571,padang,,0.001244,75,29,0,0,2,0.666667,0.75,4,2
n572,pagar,,0.001485,7,0,0,0,10,0.203137,0.219394,1634.72619,4
n573,pandai,,0.000646,17,31,0,0,4,0.357143,0.466667,0,1
n574,pantang,,0.001041,74,44,0,0,1,1,1,0,1
n575,papi,,0.000805,0,0,0,0,11,0.179763,0.190237,9.083333,2
n576,pasar,,0.000828,3,0,0,0,10,0.200449,0.215004,2400,2
n577,pasir,,0.001279,75,29,0,0,3,0.571429,0.708333,3,2
n578,pelaku,,0.000537,19,0,0,0,11,0.160857,0.168633,0,1
n579,pelarangan,,0.000392,3,0,0,0,9,0.270553,0.298998,0,1
n580,peluang,,0.001069,5,0,0.333333,1,10,0.200951,0.21868,800.5,3
n581,pemakai,,0.000451,7,0,0,0,9,0.217203,0.232104,0,1
n582,pemberian,,0.000979,17,31,1,1,4,0.454545,0.616667,0,2
n583,pengalihan,,0.001041,76,45,0,0,1,1,1,0,1
n584,pengangguran,,0.00143,7,0,0.166667,1,9,0.275377,0.306114,1603,4
n585,penghalang,,0.000773,18,0,0,0,11,0.171655,0.180298,0.5,2
n586,pengorbanan,,0.000986,19,0,0,0,11,0.17695,0.186709,2400,2
n587,penuh,,0.000725,4,0,0,0,10,0.201455,0.215639,51.771429,2
n588,penyedia,,0.000451,7,0,0,0,9,0.217203,0.232104,0,1
n589,percaya,,0.001091,0,0,0,0,10,0.20417,0.222517,1430.718697,3
n590,peribadi,,0.001224,77,27,0,0,4,0.428571,0.569444,5,2
n591,perjuangan,,0.00107,19,0,0,0,12,0.150487,0.157558,1602,2
n592,perkembangan,,0.001041,78,46,0,0,1,1,1,0,1
n593,persilakan,,0.000656,0,0,0,0,9,0.238988,0.260856,78.519048,2
n594,piktif,,0.00074,19,0,0,0,9,0.216851,0.2342,9.333333,2
n595,plat,,0.000879,3,0,0,0,9,0.218682,0.236631,802,2
n596,podo,,0.001041,79,47,0,0,1,1,1,0,1
n597,pos,,0.000879,5,0,0,0,9,0.255164,0.276117,1115.311753,3
n598,pukuli,,0.001023,3,0,0,0,11,0.162682,0.171202,802,2
n599,pulang,,0.001457,5,0,0,0,10,0.219399,0.238638,1461.889033,4
n600,rank,,0.000853,7,0,0,0,10,0.222007,0.239319,802,2
n601,ratusan,,0.000506,3,0,0,0,9,0.213224,0.228012,0,1
n602,rejeki,,0.000549,3,0,0,0,12,0.142603,0.148183,0,1
n603,ren,,0.000868,0,0,0,0,11,0.179361,0.191742,802,2
n604,resmi,,0.000389,0,0,0,0,10,0.225498,0.241827,0,1
n605,rezeki,,0.001422,3,0,0,0,10,0.199305,0.214133,1969.502383,4
n606,ribet,,0.000967,31,0,0,0,9,0.215051,0.231487,802,2
n607,rj,,0.000802,69,38,0,0,2,0.666667,0.75,0,1
n608,rumah,,0.001788,3,0,0,0,9,0.222561,0.243053,10375.905357,5
n609,sampan,,0.0007,75,29,0,0,4,0.4,0.520833,0,1
n610,sepatu,,0.000802,20,42,0,0,2,0.666667,0.75,0,1
n611,seringkali,,0.001006,6,0,0,0,11,0.168132,0.17933,802,2
n612,setuju,,0.000821,3,0,0,0,9,0.270735,0.299829,802,2
n613,share,,0.000546,4,0,0,0,12,0.162222,0.17018,0,1
n614,sistem,,0.00147,7,0,0,0,9,0.235622,0.256974,1839.653791,4
n615,spasi,,0.000738,4,0,1,1,11,0.191601,0.202784,0,2
n616,suara,,0.000477,4,0,0,0,11,0.193029,0.204639,0,1
n617,suka,,0.000725,0,0,0,0,9,0.271101,0.300306,970.814153,2
n618,sukai,,0.000584,6,0,0,0,12,0.143958,0.150829,0,1
n619,sukses,,0.000791,5,0,0,0,10,0.200901,0.218058,799.5,2
n620,tanah,,0.000909,3,0,0,0,10,0.182251,0.19387,1602,2
n621,tanda,,0.001317,7,0,0,0,10,0.206268,0.224918,389.295791,4
n622,tanggal,,0.000776,0,0,0,0,10,0.197735,0.210376,365.150519,2
n623,tayangnya,,0.000805,0,0,0,0,11,0.168273,0.177368,8.5,2
n624,terkait,,0.000424,0,0,0,0,10,0.199009,0.211333,0,1
n625,teror,,0.001041,21,48,0,0,1,1,1,0,1
n626,tertutup,,0.000856,40,0,1,1,11,0.15475,0.16343,0,2
n627,topik,,0.000679,7,0,1,1,10,0.202471,0.217236,0,2
n628,tutup,,0.000814,3,0,0,0,9,0.270918,0.30014,1602,2
n629,twitter,,0.002597,7,0,0.035714,1,9,0.232014,0.253711,2780.852788,8
n630,unique,,0.001518,22,32,0,0,1,1,1,1,2
n631,uptown,,0.000814,3,0,0,0,9,0.270918,0.30014,1602,2
n632,usia,,0.000873,5,0,0,0,10,0.200951,0.218162,1602,2
n633,usulkan,,0.000523,4,0,0,0,11,0.188897,0.198982,0,1
n634,video,,0.000415,3,0,0,0,10,0.214936,0.229505,0,1
n635,wanita,,0.001706,77,27,0,0,3,0.6,0.722222,11,3
n636,wib,,0.000989,0,0,0,0,9,0.272388,0.302319,1899.37163,3
n637,wit,,0.000678,7,0,0,0,10,0.225435,0.244398,302.326706,2
n638,alasan,,0.000674,3,0,0,0,10,0.222746,0.241299,141.960101,2
n639,ayo,,0.000959,5,0,0,0,9,0.272203,0.302298,1484.738598,3
n640,dialami,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n641,keberpihakan,,0.001041,23,49,0,0,1,1,1,0,1
n642,mendukung,,0.000794,0,0,0,0,9,0.244296,0.265325,2400,2
n643,menuntut,,0.000622,3,0,0,0,12,0.135208,0.139805,0,1
n644,nyaman,,0.001021,5,0,0,0,10,0.222315,0.238969,380.924286,3
n645,pelajaran,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n646,pengamat,,0.000405,7,0,0,0,9,0.230813,0.249838,0,1
n647,renungan,,0.000439,7,0,0,0,10,0.205109,0.217192,0,1
n648,salut,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n649,ungkapkan,,0.00086,3,0,0,0,10,0.216968,0.233325,802,2
n650,utamakan,,0.001041,24,50,0,0,1,1,1,0,1
n651,walikota,,0.000453,1,0,0,0,10,0.213337,0.227486,0,1
n652,warga,,0.000955,1,0,0,0,9,0.256714,0.280988,350.439312,3
n653,3x,,0.000387,0,0,0,0,9,0.243851,0.264018,0,1
n654,abangnya,,0.000407,3,0,0,0,8,0.233634,0.251222,0,1
n655,air,,0.000579,3,0,0,0,11,0.175865,0.184192,0,1
n656,arah,,0.001041,25,51,0,0,1,1,1,0,1
n657,baca,,0.000515,3,0,0,0,9,0.189521,0.199153,0,1
n658,bapaknya,,0.000388,3,0,0,0,10,0.228775,0.246276,0,1
n659,baris,,0.000375,3,0,0,0,9,0.232484,0.25194,0,1
n660,berjaket,,0.000662,3,0,0,0,9,0.22109,0.239456,56.309325,2
n661,cancel,,0.001948,3,0,0.142857,3,8,0.277855,0.31349,2550.10197,7
n662,cerita,,0.001088,0,0,0,0,11,0.164381,0.172188,802,2
n663,chat,,0.00046,18,0,0,0,11,0.178286,0.188237,0,1
n664,credit,,0.001041,26,52,0,0,1,1,1,0,1
n665,dianter,,0.000505,3,0,0,0,10,0.177067,0.186419,0,1
n666,enak,,0.000624,3,0,0,0,8,0.27248,0.304502,69.645527,2
n667,fortyeight,,0.001041,27,53,0,0,1,1,1,0,1
n668,gegara,,0.000407,3,0,0,0,8,0.233634,0.251222,0,1
n669,gendong,,0.00044,4,0,0,0,10,0.215976,0.232464,0,1
n670,grabcar,,0.001041,28,54,0,0,1,1,1,0,1
n671,halte,,0.001351,39,10,0,0,2,0.75,0.833333,2,2
n672,hijaukan,,0.000791,7,0,0,0,9,0.25655,0.279805,3196,2
n673,hp,,0.001041,29,55,0,0,1,1,1,0,1
n674,hujan,,0.001508,0,0,0,0,10,0.182459,0.193629,1603,3
n675,insya,,0.001041,30,56,0,0,1,1,1,0,1
n676,jalan,,0.002322,31,0,0,0,8,0.273688,0.307927,5204.443645,6
n677,jam,,0.00102,19,0,0,0,9,0.25696,0.281113,1433.731736,3
n678,jemput,,0.00158,5,0,0,0,8,0.235277,0.255248,2519.045627,4
n679,jiwa,,0.000477,3,0,0,0,11,0.161602,0.168777,0,1
n680,jumat,,0.000518,0,0,0,0,12,0.14664,0.153342,0,1
n681,kadang,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n682,kamis,,0.000799,0,0,0,0,10,0.200199,0.213183,1234.071419,2
n683,kasi,,0.000467,0,0,0,0,9,0.217438,0.233098,0,1
n684,kemarin,,0.001702,0,0,0,0,11,0.171801,0.183292,1628.910927,4
n685,klarifikasi,,0.000393,3,0,0,0,8,0.270735,0.301348,0,1
n686,malam,,0.000768,0,0,0,0,10,0.19691,0.211789,1188.611438,2
n687,maling,,0.000429,3,0,0,0,9,0.218563,0.235801,0,1
n688,mamang,,0.000394,3,0,0,0,9,0.232551,0.251176,0,1
n689,mantan,,0.00047,6,0,0,0,10,0.19119,0.201807,0,1
n690,manusia,,0.000726,3,0,0,0,9,0.23035,0.249545,1096.5438,2
n691,modus,,0.001041,32,57,0,0,1,1,1,0,1
n692,musim,,0.000583,0,0,0,0,11,0.154334,0.160966,0,1
n693,nganterin,,0.000586,3,0,0,0,11,0.143521,0.149197,0,1
n694,ngumpet,,0.000156,33,58,0,0,0,0,0,0,0
n695,ngutak,,0.001041,34,59,0,0,1,1,1,0,1
n696,nunggu,,0.000707,19,0,0,0,10,0.207816,0.222297,37.59298,2
n697,nyumbang,,0.000619,0,0,0,0,12,0.141199,0.146232,0,1
n698,ordernya,,0.000394,3,0,0,0,9,0.232551,0.251176,0,1
n699,pagi,,0.000692,3,0,0,0,9,0.22109,0.239509,14.2,2
n700,password,,0.001518,35,60,0,0,1,1,1,1,2
n701,penumpang,,0.000882,1,0,0,0,9,0.256304,0.281903,317.930498,3
n702,periode,,0.001041,36,61,0,0,1,1,1,0,1
n703,posisi,,0.001041,37,62,0,0,1,1,1,0,1
n704,prok,,0.000156,38,63,0,0,0,0,0,0,0
n705,purabaya,,0.001351,39,10,0,0,2,0.75,0.833333,2,2
n706,rating,,0.000612,3,0,1,1,8,0.271651,0.303112,0,2
n707,rezekinya,,0.001108,40,0,0,0,13,0.118454,0.124249,802,2
n708,rider,,0.000394,3,0,0,0,9,0.232551,0.251176,0,1
n709,saldo,,0.001041,41,64,0,0,1,1,1,0,1
n710,sblm,,0.000492,5,0,0,0,9,0.19051,0.200707,0,1
n711,secret,,0.000802,35,60,0,0,2,0.666667,0.75,0,1
